Date,Total Signals on Date,Ticker,Relative Volume,Monthly RSI,Breakout Strength (%),3Y Profit CAGR (%),Rel Vol Rank,Status,Reason
2023-12-22,27,ZENSARTECH,17.786910076419886,74.60748455607397,13.94115624820606,10.10551294642319,1,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,TAINWALCHM,16.271139468529352,71.84385003800234,5.79345519719068,-8.911957017935968,2,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,DATAMATICS,16.270796101452834,78.71970065126601,5.172915869316261,36.76996628541491,3,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,EQUITASBNK,11.429739516394825,78.73187835677102,6.901761349260603,,4,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,ICEMAKE,9.770456119521123,80.6868879984631,1.6047032613007712,46.68152687613312,5,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,CHEMBOND,9.188020878001513,76.40114251239987,4.1550094237409745,-10.588137742277915,6,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,CORALFINAC,8.576361025822365,70.73584828093547,14.673915720454001,31.754154312758253,7,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,JKTYRE,7.933602614561323,84.15057724309895,4.678998468055867,-7.026009389249232,8,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,SURANASOL,6.9231810886242675,71.47829634040338,6.003158424740933,56.925773663196026,9,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,J&KBANK,6.877844521464167,85.18835381657696,3.7222836652572635,,10,ACCEPTED,Accepted (Top 10 Slots)
2023-12-22,27,PARAGMILK,6.701879691977451,74.23281771642634,4.139431006494874,-8.917329286740483,11,REJECTED,Rejected (Position Limit)
2023-12-22,27,SOUTHBANK,6.469327184606993,71.79753546286027,3.0592725783723806,,12,REJECTED,Rejected (Position Limit)
2023-12-22,27,VERTOZ,5.532813305407116,83.02568411908426,13.207548966815983,23.04574856344854,13,REJECTED,Rejected (Position Limit)
2023-12-22,27,IFCI,4.597781577053926,73.46016882005887,7.317076138280989,-100.0,14,REJECTED,Rejected (Position Limit)
2023-12-22,27,KTKBANK,4.522484460373447,76.32658032144883,2.0656730017968585,,15,REJECTED,Rejected (Position Limit)
2023-12-22,27,NLCINDIA,4.364588283548304,91.410088412768,7.967323618080717,-4.067686114433789,16,REJECTED,Rejected (Position Limit)
2023-12-22,27,GAIL,4.310516814501664,78.38698691798353,3.3854902562159555,-7.138985831851318,17,REJECTED,Rejected (Position Limit)
2023-12-22,27,MAZDOCK,3.8050464260864114,82.21853856680627,2.841994397237903,37.96593232644794,18,REJECTED,Rejected (Position Limit)
2023-12-22,27,ADANIPOWER,3.245623858211485,74.07701475002858,4.858294811842009,100.0,19,REJECTED,Rejected (Position Limit)
2023-12-22,27,ITC,2.4793537464187847,73.47293099316516,1.9122525873312515,7.404330678087656,20,REJECTED,Rejected (Position Limit)
2023-12-22,27,BOSCHLTD,2.1411470680976796,70.82767707775595,1.6133062422816111,29.905512970689262,21,REJECTED,Rejected (Position Limit)
2023-12-22,27,POWERINDIA,2.1207541826934424,74.01428114917843,2.0377727714950264,,22,REJECTED,Rejected (Position Limit)
2023-12-22,27,JAICORPLTD,2.011530530700252,79.13659516785707,6.069363913045024,-55.88714498524981,23,REJECTED,Rejected (Position Limit)
2023-12-22,27,NTPC,1.9818504406943263,86.84239587139353,1.842522920231519,19.359779622625762,24,REJECTED,Rejected (Position Limit)
2023-12-22,27,PRAKASH,1.8422010710379855,78.29466151176267,6.625382994299811,17.243709281799458,25,REJECTED,Rejected (Position Limit)
2023-12-22,27,CHENNPETRO,1.780945697281013,85.66940449168905,4.374522546253412,100.0,26,REJECTED,Rejected (Position Limit)
2023-12-22,27,BEML,1.4474449798298545,71.23174455893292,7.283910642361685,32.42060478823887,27,REJECTED,Rejected (Position Limit)
2024-01-19,23,PNBHOUSING,25.61715392594788,75.93258511560742,3.805528700720063,15.681630949605019,1,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,ASHOKA,10.001349407186902,77.34606294245742,6.239792787542926,20.136893440755554,2,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,PDMJEPAPER,9.517953079782975,77.11873183794378,6.145252423446319,29.72369219595279,3,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,LINCOLN,8.613087866323578,73.25616316615664,2.6616467459031785,13.727478468144172,4,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,SKIPPER,7.647925963990667,78.64418552475054,4.6573612616334366,-7.619770584380592,5,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,MIDHANI,7.5837911276317564,81.08290549702586,2.062097380345425,-0.809982133921705,6,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,SIGIND,5.71267541021209,75.58192407928112,1.5373267851320866,3.442474789982941,7,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,SOUTHBANK,4.654306795142849,79.40063003795126,9.999996896221079,,8,ACCEPTED,Accepted (Top 10 Slots)
2024-01-19,23,AJMERA,3.9503150117654995,76.70619237202345,18.045803590765306,36.00883264237491,9,ACCEPTED,Accepted (Top 10 Slots)
