security_id,symbol,company_name,signal_date,entry_date,signal_close,entry_price,prev_daily_rsi,daily_rsi,daily_rsi_delta,weekly_rsi,weekly_end_date,monthly_rsi,monthly_end_date,daily_ema21
196,ARVIND,Arvind Limited,2018-03-08,2018-03-09,134.18212890625,135.5173714085914,38.18643298538586,42.99774136002069,4.811308374634827,73.71299718793068,2018-03-01,99.99999995517742,2018-02-28,137.0374642278294
200,ASAHIINDIA,Asahi India Glass Limited,2018-03-08,2018-03-09,333.5910339355469,335.823694253996,36.97034111247325,45.969307336471886,8.998966223998636,73.74381902613946,2018-03-01,99.99999998835983,2018-02-28,335.444980577032
994,IFBIND,IFB Industries Limited,2018-03-08,2018-03-09,1330.199951171875,1338.949951171875,39.846240829793636,44.21656321047668,4.370322380683042,74.65071436453445,2018-03-01,99.99999999939868,2018-02-28,1354.4940600426482
1161,KABRAEXTRU,Kabra Extrusion Technik Limited,2018-03-08,2018-03-09,112.34811401367188,113.43755042645833,39.55718192945172,43.00601827657668,3.44883634712496,62.02298385561827,2018-03-01,99.99999889864718,2018-02-28,114.94858582255483
1277,LALPATHLAB,Dr. Lal Path Labs Ltd.,2018-03-08,2018-03-09,418.2908935546875,419.62855950499977,35.08993216338557,44.823972542901316,9.734040379515747,87.06672903184204,2018-03-01,99.99999997303223,2018-02-28,422.67363965961016
1374,MANINDS,Man Industries (India) Limited,2018-03-08,2018-03-09,104.95088958740234,105.82330690963494,34.48875566962057,41.27241168783592,6.783656018215346,71.23116021026563,2018-03-01,99.99999997586845,2018-02-28,109.54770787030851
1853,RGL,Renaissance Global Limited,2018-03-08,2018-03-09,62.18858337402344,61.68096118634386,36.797382749012904,47.84410773789523,11.046724988882325,60.6599943218729,2018-03-01,99.99999997778548,2018-02-28,63.242786621275556
1934,SALZERELEC,Salzer Electronics Limited,2018-03-08,2018-03-09,191.85354614257812,192.6120639459866,35.24700352008597,40.73484711462326,5.4878435945372885,74.35917617824313,2018-03-01,99.99999997707137,2018-02-28,198.20898706187901
2133,SRF,SRF Limited,2018-03-08,2018-03-09,358.14154052734375,358.3157982432437,35.49930782042506,44.07585940824504,8.576551587819978,76.08433565078286,2018-03-01,99.99999999572931,2018-02-28,362.6482228313016
2144,STARCEMENT,Star Cement Limited,2018-03-08,2018-03-09,120.24212646484375,121.0683743096284,35.49856325267406,45.478491951325196,9.979928698651136,63.19075779488542,2018-03-01,99.99999931415415,2018-02-28,122.10598635896221
2205,SURYAROSNI,Surya Roshni Limited,2018-03-08,2018-03-09,91.06690216064453,91.76759507589546,39.086922327799726,40.611793447789296,1.5248711199895695,80.57002977278896,2018-03-01,99.99999998923545,2018-02-28,96.64427586650656
8,5PAISA,5Paisa Capital Limited,2018-03-09,2018-03-12,193.53724670410156,197.55152893066406,38.7520363981275,40.31420423432962,1.5621678362021214,81.06284005644216,2018-03-01,99.9999999972437,2018-02-28,202.1003540953981
117,ALKALI,Alkali Metals Limited,2018-03-09,2018-03-12,66.72441101074219,68.83240014712439,39.67814204951725,42.15119129671062,2.473049247193373,85.22619414047597,2018-03-01,99.99999995256154,2018-02-28,69.19790664497384
425,CARERATING,CARE Ratings Limited,2018-03-09,2018-03-12,1051.001708984375,1061.5079035115032,35.64867416468768,44.721797723564244,9.073123558876567,88.62990168599667,2018-03-01,99.99999998943854,2018-02-28,1055.966956013225
1193,KEI,KEI Industries Limited,2018-03-09,2018-03-12,353.89776611328125,359.2323858192164,37.84148183758226,40.73981153766208,2.8983297000798203,86.56948238976454,2018-03-01,99.99999990712018,2018-02-28,367.0119560465893
1533,NDTV,New Delhi Television Limited,2018-03-09,2018-03-12,42.25,44.0,38.14503460678506,45.075605662147126,6.930571055362066,75.09523328821234,2018-03-01,99.99999933334011,2018-02-28,43.26042193371141
196,ARVIND,Arvind Limited,2018-03-12,2018-03-13,136.04129028320312,135.29764636445273,39.76549215298127,47.00517954584923,7.239687392867964,67.03163975814502,2018-03-09,99.99999995517742,2018-02-28,136.48743275584104
573,DELTACORP,Delta Corp Limited,2018-03-12,2018-03-13,297.08551025390625,296.946171080876,37.67550582390009,40.20299215676168,2.527486332861592,70.32072474102841,2018-03-09,99.99999989744938,2018-02-28,314.13252333428693
631,DVL,Dhunseri Ventures Limited,2018-03-12,2018-03-13,121.80992126464844,122.05988221303762,39.171695521654904,43.40171837550015,4.230022853845249,79.67393765217304,2018-03-09,99.99999999117478,2018-02-28,126.64041872204609
635,DYNPRO,Dynemic Products Limited,2018-03-12,2018-03-13,180.02023315429688,186.75895519716553,38.212183989283204,42.09872224590796,3.8865382566247533,74.15435330646586,2018-03-09,99.9999999943698,2018-02-28,186.2820896043194
684,ENIL,Entertainment Network (India) Limited,2018-03-12,2018-03-13,668.3008422851562,663.6293804047873,39.51453188387364,43.04682677125388,3.532294887380246,78.74388764692831,2018-03-09,99.9999999922301,2018-02-28,675.8300912496591
777,GAYAPROJ,Gayatri Projects Limited,2018-03-12,2018-03-13,206.85000610351562,205.0,36.30632423626562,46.180501686189544,9.874177449923927,62.6152893056616,2018-03-09,99.99999996,2018-02-28,209.10194359047748
1934,SALZERELEC,Salzer Electronics Limited,2018-03-12,2018-03-13,190.57359313964844,188.10845208081494,37.55499721074672,40.78736626888626,3.2323690581395397,66.51106053286324,2018-03-09,99.99999997707137,2018-02-28,196.68794220333007
2181,SUNFLAG,Sunflag Iron And Steel Company Limited,2018-03-12,2018-03-13,78.95377349853516,78.80819478192775,39.379291229732445,43.447004346926015,4.06771311719357,68.63075269759426,2018-03-09,99.99999999315382,2018-02-28,83.04116150053078
2205,SURYAROSNI,Surya Roshni Limited,2018-03-12,2018-03-13,92.03883361816406,92.19706226141464,38.73954430625869,43.20862988439462,4.469085578135925,74.35739587080266,2018-03-09,99.99999998923545,2018-02-28,95.62736111711705
940,HIMATSEIDE,Himatsingka Seide Limited,2018-03-13,2018-03-14,326.44390869140625,320.18151962861987,29.835938337845278,44.263213039774,14.427274701928724,65.15621081984199,2018-03-09,99.9999998366419,2018-02-28,328.4664199517443
2681,JBCHEPHARM,JBCHEPHARM,2018-03-13,2018-03-14,137.5941162109375,137.59409375588993,39.43432564245589,40.636108183401674,1.2017825409457856,62.05467348563882,2018-03-09,99.99999997197077,2018-02-28,140.41255350954864
1194,KELLTONTEC,Kellton Tech Solutions Limited,2018-03-13,2018-03-14,11.174391746520996,11.199278604903869,39.601571326297815,42.09838842259893,2.4968170963011147,82.91242675695554,2018-03-09,99.99999598200576,2018-02-28,11.524204613343548
1200,KHADIM,Khadim India Limited,2018-03-13,2018-03-14,680.27490234375,676.148667931404,36.30191770794051,45.86176836839677,9.559850660456256,80.81625399125916,2018-03-09,99.99999998894751,2018-02-28,683.4066241723185
1357,MAITHANALL,Maithan Alloys Limited,2018-03-13,2018-03-14,771.525634765625,762.1718232719355,39.26917424155163,41.09197731379116,1.8228030722395303,80.58383268018221,2018-03-09,99.999999997567,2018-02-28,805.7878830779811
1982,SEAMECLTD,Seamec Limited,2018-03-13,2018-03-14,180.7634735107422,180.66419263155953,38.932048556142234,46.038394012748604,7.10634545660637,74.51145677558891,2018-03-09,99.99999999503747,2018-02-28,183.41694876306298
1732,POLYPLEX,Polyplex Corporation Limited,2018-03-14,2018-03-15,300.1194763183594,303.93112717098654,39.355226529852686,45.97010958369257,6.614883053839883,73.97917927017865,2018-03-09,99.99999997984364,2018-02-28,302.13319682975583
1934,SALZERELEC,Salzer Electronics Limited,2018-03-14,2018-03-15,191.56910705566406,193.84463445816726,39.42475722416449,42.872335020538586,3.447577796374098,66.51106053286324,2018-03-09,99.99999997707137,2018-02-28,195.59582053239603
1194,KELLTONTEC,Kellton Tech Solutions Limited,2018-03-15,2018-03-16,11.039999961853027,11.049955682504784,39.217607810426074,40.02124102896374,0.8036332185376693,82.91242675695554,2018-03-09,99.99999598200576,2018-02-28,11.437700970422195
1470,MOREPENLAB,Morepen Laboratories Limited,2018-03-15,2018-03-16,33.05857467651367,33.357294692243855,38.948159347688076,43.09041351970608,4.142254172018006,75.08650524871278,2018-03-09,99.99999966523983,2018-02-28,33.786898086147126
1875,ROML,Raj Oil Mills Limited,2018-03-15,2018-03-16,50.0,52.0,37.78807743481471,43.80728951207521,6.019212077260498,82.53367510739494,2018-03-09,99.99999998571428,2018-02-28,52.81302560201002
1194,KELLTONTEC,Kellton Tech Solutions Limited,2018-03-19,2018-03-20,11.473038673400879,11.881190691950147,38.12144024216759,51.00318584750188,12.881745605334295,81.15242662483047,2018-03-16,99.99999598200576,2018-02-28,11.3994070815736
